trueLabel,bestAnswer,score
0,1,6.39184E-1
1,0,2.316511E-5
0,1,9.999939E-1
1,1,8.981238E-1
0,0,7.931207E-4
0,0,5.147758E-3
0,0,2.560791E-3
1,1,9.999853E-1
1,1,9.946595E-1
1,1,7.72255E-1
0,0,1.50452E-3
0,0,1.595055E-3
1,1,9.786302E-1
0,0,1.21046E-4
1,0,3.574933E-2
0,1,7.593785E-1
1,1,9.664216E-1
0,0,2.150651E-2
1,0,1.131882E-1
0,0,3.333738E-3
1,0,2.011724E-3
0,0,1.579841E-3
0,0,7.738294E-2
0,0,2.022679E-1
0,0,6.11599E-4
1,1,7.028239E-1
1,0,3.226591E-1
1,1,9.990837E-1
1,1,9.995563E-1
1,1,9.155338E-1
1,0,1.968918E-1
0,1,9.234131E-1
0,0,3.367475E-5
0,0,1.088279E-3
0,1,9.998738E-1
0,0,3.152443E-3
0,0,9.010058E-4
0,0,1.299928E-1
0,1,8.231479E-1
0,1,7.852042E-1
0,0,8.749374E-2
0,0,1.28169E-2
0,0,2.902202E-3
0,0,1.104943E-3
1,0,3.917351E-2
0,0,1.101525E-3
0,1,9.782918E-1
0,0,6.904045E-5
1,1,9.997024E-1
0,0,1.543945E-4
0,0,4.549441E-3
0,0,1.935474E-3
0,0,3.1093E-3
1,1,9.99494E-1
0,0,7.550026E-2
1,1,9.964371E-1
0,0,1.037561E-3
1,1,9.999869E-1
0,0,2.470636E-2
0,0,6.187459E-5
1,1,1E0
0,0,1.518262E-3
1,1,9.995736E-1
1,1,9.444245E-1
0,0,1.220845E-5
0,0,3.449558E-5
0,1,9.938607E-1
0,0,1.474137E-3
0,0,2.433889E-4
0,0,3.417664E-2
0,0,3.937743E-1
1,1,9.717965E-1
0,0,9.414073E-5
0,1,9.418109E-1
0,0,4.05482E-3
1,0,2.056454E-1
0,0,1.723816E-2
0,0,4.730165E-1
0,0,5.860225E-2
1,1,6.535163E-1
0,1,9.989808E-1
0,1,8.759629E-1
0,0,2.326117E-4
0,0,9.417624E-6
0,0,1.98897E-2
0,0,2.185106E-2
0,0,2.884396E-2
0,0,2.249594E-1
0,0,1.935391E-1
0,0,1.50495E-1
1,1,9.926624E-1
1,1,9.99436E-1
0,0,6.855975E-5
0,1,6.083731E-1
1,0,2.222137E-4
0,1,9.735911E-1
0,0,2.493431E-2
0,0,1.174399E-2
0,0,1.197634E-1
0,0,9.999778E-4
0,0,1.890236E-3
0,0,5.263808E-3
0,0,5.397869E-5
0,0,3.721129E-3
1,1,9.24279E-1
1,0,2.142585E-2
1,1,9.991603E-1
1,1,9.85053E-1
1,1,9.993423E-1
1,1,9.957197E-1
0,1,8.885442E-1
0,1,9.795593E-1
1,0,2.465785E-2
0,0,2.015337E-3
0,0,6.885117E-5
0,0,3.611121E-1
1,1,9.99794E-1
0,0,5.581196E-4
1,0,8.07682E-3
0,0,5.753888E-4
0,0,4.544453E-4
1,1,9.6275E-1
1,0,1.976321E-3
0,0,1.791177E-3
1,1,9.999961E-1
1,1,9.999997E-1
0,0,3.250435E-4
0,0,1.671956E-5
0,0,4.950202E-1
0,1,5.633722E-1
0,0,1.406527E-2
1,1,9.991601E-1
1,1,9.925844E-1
1,0,8.486884E-2
0,0,5.286935E-3
1,1,5.103686E-1
1,1,9.771828E-1
0,0,5.574581E-6
0,0,5.179238E-3
0,1,9.958199E-1
0,0,5.049682E-2
1,1,9.373769E-1
1,0,7.075286E-3
0,0,2.976192E-3
1,1,7.36245E-1
1,1,9.999986E-1
1,1,9.865666E-1
0,0,1.679031E-2
0,0,7.253622E-4
1,1,9.996866E-1
1,1,9.999315E-1
1,0,3.957514E-1
0,0,5.084893E-3
1,1,9.91927E-1
1,1,9.48368E-1
1,0,3.913219E-4
1,1,9.99562E-1
1,1,9.999801E-1
1,0,2.218693E-6
0,0,3.196898E-3
0,0,8.769361E-5
0,0,3.162382E-1
0,0,2.730987E-3
0,0,1.965986E-3
0,0,6.739331E-2
1,0,1.92803E-3
0,0,3.457347E-4
0,0,4.789311E-4
0,1,8.893147E-1
0,0,1.37045E-5
1,1,9.998764E-1
1,1,9.999356E-1
1,1,9.21212E-1
1,1,9.99979E-1
0,0,1.16774E-2
1,0,1.669666E-1
0,0,2.092048E-2
0,0,2.639435E-6
0,0,7.375E-8
1,1,6.612354E-1
0,0,5.261357E-2
0,0,3.720651E-3
0,1,9.997479E-1
1,1,9.999876E-1
0,0,2.708861E-4
0,0,9.229236E-3
0,0,3.107248E-3
0,0,1.0944E-2
0,0,6.492765E-3
0,0,5.143492E-4
0,0,2.697022E-2
1,1,9.974572E-1
0,0,5.874956E-5
1,1,8.87306E-1
1,1,9.419172E-1
0,0,5.389313E-2
0,0,2.654835E-4
1,0,7.716978E-3
0,0,1.848487E-4
0,0,5.753888E-4
1,0,4.721832E-2
1,0,3.464238E-1
0,0,6.458464E-7
1,1,9.090155E-1
1,1,5.870089E-1
0,0,3.721129E-3
0,0,3.395349E-4
0,0,5.285313E-3
1,0,1.637863E-2
0,0,3.721129E-3
0,0,6.703798E-4
