trueLabel,bestAnswer,score
0,0,1.834591E-3
1,1,9.666616E-1
0,0,1.738505E-3
1,1,9.736502E-1
1,1,9.999377E-1
0,0,1.667158E-4
0,0,1.624084E-4
1,1,1E0
0,0,1.167738E-9
1,1,9.875562E-1
0,0,7.378639E-4
0,0,8.170398E-4
0,0,6.250508E-4
1,1,9.99799E-1
1,0,3.127965E-3
0,0,6.781148E-4
1,1,9.999995E-1
0,0,8.904822E-9
0,0,3.117458E-5
1,1,9.986703E-1
0,0,3.35435E-3
0,0,6.727289E-2
1,1,9.955213E-1
1,0,1.006007E-3
1,1,9.997268E-1
0,0,8.402593E-5
0,0,5.952982E-2
1,1,1E0
1,1,9.999984E-1
0,0,4.104117E-5
0,0,8.415012E-9
0,0,2.871135E-4
1,1,9.999688E-1
1,1,9.969089E-1
1,1,9.999916E-1
0,0,5.304175E-3
0,0,1.33347E-2
0,0,1.536151E-3
1,1,9.832711E-1
0,0,1.837484E-5
0,0,3.110351E-5
0,0,5.378292E-3
0,1,9.669119E-1
0,0,2.139915E-6
1,1,9.998398E-1
0,0,6.75073E-5
0,0,1.698283E-4
1,1,9.91831E-1
0,0,6.508523E-4
0,0,9.970639E-7
0,0,2.958525E-5
1,1,9.997529E-1
0,0,2.311967E-1
0,0,3.382154E-4
0,0,3.212251E-5
1,1,9.999983E-1
0,0,7.895532E-6
1,1,9.773194E-1
0,0,4.172071E-6
1,1,9.850662E-1
0,0,7.80358E-6
0,0,6.372659E-2
1,0,2.39626E-3
0,0,4.31755E-7
1,1,9.95859E-1
0,0,2.266202E-4
0,0,5.853802E-3
0,0,1.964161E-3
1,1,9.997627E-1
0,0,1.497588E-3
0,0,1.089124E-3
1,1,9.998719E-1
1,1,9.9927E-1
1,1,9.764665E-1
0,1,7.797321E-1
0,0,4.191396E-5
0,0,1.569061E-6
0,0,2.055495E-7
0,0,1.206635E-3
1,1,9.99985E-1
1,1,9.949404E-1
0,0,2.626054E-5
1,0,7.102013E-2
