trueLabel,bestAnswer,score
1,1,5.301925E-1
1,0,3.165169E-1
0,0,8.494716E-2
0,0,2.284034E-1
0,0,1.758972E-1
1,0,3.211039E-1
0,0,1.822521E-1
1,0,1.906668E-1
1,0,2.332704E-1
1,0,4.182123E-1
0,0,3.418576E-1
0,0,3.611153E-1
0,0,1.793475E-1
0,0,8.269982E-2
0,0,2.941204E-1
0,0,2.025378E-1
0,0,1.775179E-1
1,0,4.498298E-1
0,0,1.833749E-1
1,0,4.912309E-1
1,1,7.290435E-1
0,0,2.311225E-1
1,0,3.103997E-1
1,0,2.080773E-1
0,0,1.794556E-1
1,0,4.488019E-1
0,0,1.348547E-1
0,0,1.466593E-1
1,1,6.880523E-1
1,0,4.873878E-1
0,0,2.065982E-1
1,1,5.738986E-1
0,0,1.599118E-1
0,0,2.301119E-1
1,0,4.82905E-1
1,0,3.498762E-1
0,1,5.794291E-1
0,0,4.519717E-1
1,0,2.185888E-1
0,0,2.210426E-1
1,1,6.520891E-1
1,0,3.373813E-1
1,0,4.553202E-1
0,0,4.659681E-1
1,0,2.620629E-1
0,0,2.040988E-1
1,1,5.693967E-1
0,0,2.342727E-1
0,0,4.348072E-1
0,0,2.392948E-1
0,0,4.972622E-1
0,0,1.931479E-1
0,0,1.557025E-1
0,0,1.813055E-1
1,0,3.952492E-1
0,0,1.752973E-1
1,0,3.173487E-1
0,0,2.634974E-1
0,0,2.221196E-1
0,0,1.688026E-1
0,0,1.935848E-1
1,1,6.547946E-1
0,0,2.756175E-1
0,0,2.920801E-1
0,0,1.980148E-1
1,1,8.128891E-1
0,0,1.818873E-1
0,1,5.015929E-1
0,0,2.035173E-1
1,0,4.267802E-1
1,0,1.990517E-1
0,0,1.614465E-1
1,0,3.52132E-1
1,0,4.632045E-1
1,1,5.173545E-1
0,0,1.442246E-1
1,0,4.908761E-1
1,0,4.963124E-1
1,1,6.69279E-1
0,0,2.043537E-1
1,1,5.312192E-1
0,0,2.228363E-1
0,0,1.774614E-1
0,0,4.413315E-1
0,0,2.141603E-1
1,0,4.557426E-1
0,0,4.893202E-1
1,0,4.942541E-1
1,0,3.086588E-1
0,0,2.402143E-1
0,0,2.584207E-1
0,0,2.204609E-1
1,1,5.642321E-1
1,1,8.554959E-1
1,1,5.061004E-1
0,0,1.929195E-1
0,0,1.650078E-1
1,1,5.346475E-1
0,0,1.780546E-1
0,0,2.11789E-1
1,1,5.425188E-1
0,0,2.19231E-1
1,1,6.02396E-1
0,0,1.72615E-1
0,0,4.507809E-1
0,0,1.922684E-1
0,0,2.970011E-1
0,0,3.03088E-1
0,0,1.827393E-1
1,0,4.403433E-1
0,0,2.202339E-1
0,0,4.627209E-1
0,0,2.222921E-1
0,0,5.722853E-2
0,0,4.666877E-1
1,1,5.885262E-1
0,0,1.703168E-1
0,0,1.755125E-1
1,0,4.649283E-1
1,0,4.952894E-1
0,0,2.919582E-1
0,0,1.948268E-1
0,0,1.349349E-1
1,0,4.390365E-1
0,0,1.236956E-1
1,0,2.689412E-1
0,0,2.223334E-1
0,0,1.785401E-1
1,0,4.518946E-1
0,0,1.786746E-1
0,0,1.279251E-1
0,0,4.21424E-1
1,1,6.381043E-1
0,0,4.801914E-1
