trueLabel,bestAnswer,score
1,1,6.23427E-1
0,0,2.586633E-2
1,1,9.85053E-1
1,0,9.331581E-2
1,1,9.991021E-1
0,0,1.09119E-3
1,1,9.989857E-1
0,0,4.01343E-4
0,0,5.686242E-4
0,1,5.952786E-1
0,0,2.357E-1
1,1,9.996231E-1
0,0,3.542128E-1
1,1,9.994303E-1
1,0,3.324968E-2
0,0,5.638427E-3
0,0,3.048956E-2
0,0,8.062535E-6
1,1,9.997888E-1
1,1,9.996568E-1
1,1,9.930749E-1
0,0,1.258445E-4
0,0,3.208521E-5
1,1,9.937423E-1
0,1,6.095873E-1
0,0,1.846275E-4
1,1,9.949699E-1
0,0,2.219779E-3
1,1,9.99999E-1
0,0,3.916992E-5
0,1,9.186287E-1
0,0,1.601251E-2
0,0,2.410008E-1
0,0,1.44394E-2
0,0,1.30995E-5
1,0,3.115081E-1
0,0,5.304136E-4
0,1,9.965686E-1
0,0,9.934579E-4
0,0,2.885717E-7
0,1,9.833273E-1
1,1,9.717323E-1
0,0,4.731852E-3
0,0,4.03933E-4
1,0,3.306524E-1
1,1,9.999996E-1
0,1,7.987341E-1
0,0,1.450721E-5
0,0,2.161432E-4
1,1,8.563497E-1
0,0,8.299446E-6
1,0,8.832083E-4
0,0,7.111458E-4
0,0,8.989715E-4
1,1,5.668355E-1
0,0,8.989715E-4
0,0,6.510201E-4
0,1,9.988295E-1
1,1,9.538257E-1
0,0,4.451282E-1
